"","Date","Daily_Concentration","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","Pollutants","sknt","vsby","PRCP","SNOW","SNWD","TMAX","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"1",2018-01-01,3.33333333333333,15,1,100,81102,"PM10",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2018-01-01,1,10.3333333333333,22,92,42602,"NO2",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2018-01-01,0.2,2,18,75,42101,"CO",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2018-01-01,3,36.96,1,100,88357.64,"PM2.5",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2018-01-01,0.4,0,22.375,93.375,42401,"SO2",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2018-01-01,1.5,25.8333333333333,17,100,44201,"O3",7.91977401129943,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2018-01-02,3.01111111111111,3.55555555555556,23,96,42401,"SO2",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2018-01-02,0.3,3,24,100,42101,"CO",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2018-01-02,2.35897435897436,48.4871794871795,1,100,88275.7948717949,"PM2.5",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2018-01-02,1.36363636363636,17.5454545454545,1,100,81102,"PM10",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2018-01-02,1,14.6666666666667,22,92,42602,"NO2",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2018-01-02,1.5,29.5,17,100,44201,"O3",0,9.70980615735462,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2018-01-03,0.2,2,24,100,42101,"CO",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2018-01-03,2.92307692307692,31.5,1,100,88347.7692307692,"PM2.5",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2018-01-03,1.5,28,17,100,44201,"O3",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2018-01-03,2,14,1,100,81102,"PM10",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2018-01-03,1,7.33333333333333,21.3333333333333,89,42602,"NO2",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2018-01-03,0.566666666666667,0.111111111111111,22.6666666666667,94.5555555555556,42401,"SO2",0,8.90587595212187,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2018-01-04,1.5,24,17,100,44201,"O3",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2018-01-04,1,15,22,92,42602,"NO2",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2018-01-04,2.85185185185185,43.2592592592593,1,100,88338.6296296296,"PM2.5",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2018-01-04,3.33333333333333,11.6666666666667,1,100,81102,"PM10",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2018-01-04,0.244444444444444,0,21.8888888888889,91.3333333333333,42401,"SO2",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2018-01-04,0.266666666666667,2.66666666666667,24,100,42101,"CO",4.89503386004515,9.70090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2018-01-05,1.7,16.5,1,100,81102,"PM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2018-01-05,0.233333333333333,2.33333333333333,24,100,42101,"CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2018-01-05,1.5,28.1666666666667,17,100,44201,"O3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2018-01-05,0.333333333333333,0,23,96,42401,"SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2018-01-05,2.31578947368421,42.5526315789474,1,100,88269.8421052632,"PM2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2018-01-05,1,19.3333333333333,22,92,42602,"NO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2018-01-06,0.366666666666667,4.33333333333333,24,100,42101,"CO",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2018-01-06,1.68888888888889,1.77777777777778,23,96,42401,"SO2",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2018-01-06,2.92307692307692,48.2307692307692,1,100,88347.7692307692,"PM2.5",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2018-01-06,1.5,29.1666666666667,17,100,44201,"O3",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2018-01-06,1,21.3333333333333,22,92,42602,"NO2",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2018-01-06,4,27.5,1,100,81102,"PM10",6.3472850678733,9.98642533936652,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2018-01-07,0.25,2.5,24,100,42101,"CO",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2018-01-07,1.5,24.8333333333333,17,100,44201,"O3",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2018-01-07,1,11,22,92,42602,"NO2",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2018-01-07,4.53333333333333,5.66666666666667,23.1111111111111,96.4444444444444,42401,"SO2",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2018-01-07,4,19.5,1,100,81102,"PM10",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2018-01-07,2.92307692307692,53.1153846153846,1,100,88347.7692307692,"PM2.5",10.4016203703704,9.58796296296296,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2018-01-08,1,17.6666666666667,22,92,42602,"NO2",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2018-01-08,2.26829268292683,54.9512195121951,1,100,88257.4878048781,"PM2.5",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",2018-01-08,1.83333333333333,17.1666666666667,1,100,81102,"PM10",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2018-01-08,1,0,1,100,14129,"Pb",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2018-01-08,1.5,21.5,17,100,44201,"O3",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2018-01-08,0.3,3,24,100,42101,"CO",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2018-01-08,0.522222222222222,0.222222222222222,23,96,42401,"SO2",6.75428571428571,7.92853714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2018-01-09,3.33333333333333,35.6666666666667,1,100,81102,"PM10",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2018-01-09,1,12.6666666666667,22,92,42602,"NO2",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2018-01-09,1.5,15.1666666666667,17,100,44201,"O3",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2018-01-09,0.555555555555556,0.222222222222222,22.6666666666667,94.5555555555556,42401,"SO2",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2018-01-09,2.875,59.9166666666667,1,100,88351.625,"PM2.5",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2018-01-09,0.3,3,24,100,42101,"CO",0,6.58603543743079,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2018-01-10,3.33333333333333,28.3333333333333,1,100,81102,"PM10",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2018-01-10,0.466666666666667,5.33333333333333,20.6666666666667,86,42101,"CO",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2018-01-10,1.5,15.6666666666667,17,100,44201,"O3",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2018-01-10,1,12,22,92,42602,"NO2",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2018-01-10,3.83333333333333,4.77777777777778,22.4444444444444,93.7777777777778,42401,"SO2",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2018-01-10,2.75,41,1,100,88334.9166666667,"PM2.5",12.3664122137405,5.11641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",2018-01-11,1,7,22,92,42602,"NO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",2018-01-11,2.27272727272727,19.2424242424242,1,100,88271.1212121212,"PM2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2018-01-11,1.75555555555556,2.11111111111111,23,96,42401,"SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2018-01-11,1.7,11.5,1,100,81102,"PM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2018-01-11,1.5,28.6666666666667,17,100,44201,"O3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",2018-01-11,0.466666666666667,5.33333333333333,24,100,42101,"CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2018-01-12,1.5,29,17,100,44201,"O3",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",2018-01-12,0.277777777777778,0.111111111111111,22.7777777777778,95.1111111111111,42401,"SO2",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2018-01-12,2.75,19.5833333333333,1,100,88334.9166666667,"PM2.5",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2018-01-12,1,4.33333333333333,22,92,42602,"NO2",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",2018-01-12,3.33333333333333,6,1,100,81102,"PM10",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2018-01-12,0.2,2,23,96,42101,"CO",0,9.72209821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2018-01-13,0.25,2.5,24,100,42101,"CO",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",2018-01-13,0.244444444444444,0,22.8888888888889,95.5555555555556,42401,"SO2",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",2018-01-13,1.5,29.8333333333333,17,100,44201,"O3",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2018-01-13,1,16.6666666666667,22,92,42602,"NO2",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2018-01-13,2.82608695652174,26.695652173913,1,100,88345.0869565217,"PM2.5",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2018-01-13,3.33333333333333,8.66666666666667,1,100,81102,"PM10",7.36711711711712,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",2018-01-14,1.5,24.5,17,100,44201,"O3",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2018-01-14,0.333333333333333,3.66666666666667,24,100,42101,"CO",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",2018-01-14,1.84615384615385,16,1,100,81102,"PM10",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",2018-01-14,1,13.3333333333333,22,92,42602,"NO2",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",2018-01-14,6.23333333333333,8.44444444444444,23,96,42401,"SO2",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2018-01-14,2.20512820512821,37.7692307692308,1,100,88244.9487179487,"PM2.5",7.81173864894795,8.42220376522702,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2018-01-15,0.2,2,24,100,42101,"CO",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",2018-01-15,1.84444444444444,2.22222222222222,22.8888888888889,95.5555555555556,42401,"SO2",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",2018-01-15,2.90909090909091,33.3636363636364,1,100,88356.1818181818,"PM2.5",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",2018-01-15,1.5,25,16.6666666666667,98,44201,"O3",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",2018-01-15,1,5.33333333333333,21.3333333333333,89,42602,"NO2",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",2018-01-15,3.33333333333333,54.3333333333333,1,100,81102,"PM10",0,5.99896800825593,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",2018-01-16,0.233333333333333,2.33333333333333,24,100,42101,"CO",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",2018-01-16,0.244444444444444,0,23,96,42401,"SO2",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",2018-01-16,1,12,22,92,42602,"NO2",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",2018-01-16,1.5,24.6666666666667,17,100,44201,"O3",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",2018-01-16,2.90909090909091,29.3636363636364,1,100,88356.1818181818,"PM2.5",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",2018-01-16,3.33333333333333,29.6666666666667,1,100,81102,"PM10",0,8.68980477223427,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",2018-01-17,1.77777777777778,16.8888888888889,1,100,81102,"PM10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",2018-01-17,0.3,3,24,100,42101,"CO",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",2018-01-17,0.875,0.75,23,96,42401,"SO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",2018-01-17,1.5,27.1666666666667,17,100,44201,"O3",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",2018-01-17,1,21.5,19,79,42602,"NO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",2018-01-17,2.25,47.7777777777778,1,100,88256.9444444444,"PM2.5",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",2018-01-18,1.5,23,17,100,44201,"O3",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",2018-01-18,0.2,2,24,100,42101,"CO",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",2018-01-18,1,9.33333333333333,22,92,42602,"NO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",2018-01-18,3.33333333333333,31.3333333333333,1,100,81102,"PM10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",2018-01-18,2.875,49.9166666666667,1,100,88334.9166666667,"PM2.5",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",2018-01-18,1.47777777777778,1.55555555555556,22.5555555555556,94.1111111111111,42401,"SO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",2018-01-19,1.5,24,17,100,44201,"O3",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",2018-01-19,2.875,42.8333333333333,1,100,88334.9166666667,"PM2.5",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",2018-01-19,0.2,2,24,100,42101,"CO",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2018-01-19,1.24444444444444,1,22.5555555555556,94.2222222222222,42401,"SO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2018-01-19,3.33333333333333,35,1,100,81102,"PM10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",2018-01-19,1,9.33333333333333,22,92,42602,"NO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",2018-01-20,0.5,5.66666666666667,18,75,42101,"CO",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",2018-01-20,1.78571428571429,20.2142857142857,1,100,81102,"PM10",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",2018-01-20,1,15.6666666666667,22,92,42602,"NO2",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",2018-01-20,1.5,19,17,100,44201,"O3",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",2018-01-20,1.06666666666667,0.888888888888889,23,96,42401,"SO2",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2018-01-20,1,0,1,100,14129,"Pb",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",2018-01-20,2,0,1,100,14129,"Pb",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",2018-01-20,2.21951219512195,51.7560975609756,1,100,88237.9268292683,"PM2.5",5.44243792325056,9.76693002257336,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",2018-01-21,1,13,22,92,42602,"NO2",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",2018-01-21,0.6,7,24,100,42101,"CO",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",2018-01-21,3.33333333333333,35,1,100,81102,"PM10",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",2018-01-21,2.875,59.875,1,100,88334.9166666667,"PM2.5",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2018-01-21,0.344444444444444,0,22.7777777777778,95,42401,"SO2",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2018-01-21,1.5,7,17,100,44201,"O3",4.78571428571429,7.10705357142857,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2018-01-22,2.875,21.625,1,100,88334.9166666667,"PM2.5",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",2018-01-22,1.5,26.6666666666667,17,100,44201,"O3",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",2018-01-22,0.25,2.5,18.5,77,42101,"CO",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",2018-01-22,1,9.33333333333333,22,92,42602,"NO2",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",2018-01-22,3.33333333333333,22.6666666666667,1,100,81102,"PM10",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",2018-01-22,1.88888888888889,2.22222222222222,22.5555555555556,94.1111111111111,42401,"SO2",0,4.56885416666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",2018-01-23,1,4.33333333333333,22,92,42602,"NO2",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",2018-01-23,1.5,29.3333333333333,17,100,44201,"O3",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2018-01-23,0.122222222222222,0,21.6666666666667,90.3333333333333,42401,"SO2",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",2018-01-23,0.233333333333333,2.33333333333333,24,100,42101,"CO",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",2018-01-23,1.7,8.7,1,100,81102,"PM10",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",2018-01-23,2.2972972972973,20.4324324324324,1,100,88263.5675675676,"PM2.5",0,8.36763129689175,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",2018-01-24,1.5,22.1666666666667,17,100,44201,"O3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2018-01-24,0.3,3,24,100,42101,"CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",2018-01-24,1,8,22,92,42602,"NO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",2018-01-24,2.875,44.5,1,100,88334.9166666667,"PM2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",2018-01-24,0.1,0,22.3333333333333,93.2222222222222,42401,"SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",2018-01-24,3.33333333333333,30.6666666666667,1,100,81102,"PM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",2018-01-25,1.5,28.6666666666667,17,100,44201,"O3",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",2018-01-25,1,16,22,92,42602,"NO2",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",2018-01-25,0.366666666666667,4,22.6666666666667,94.3333333333333,42101,"CO",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",2018-01-25,2.025,2.25,22.875,95.5,42401,"SO2",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",2018-01-25,2.95833333333333,47.4583333333333,1,100,88351.625,"PM2.5",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",2018-01-25,3.33333333333333,66.6666666666667,1,100,81102,"PM10",0,6.98170978627672,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",2018-01-26,1,0,1,100,14129,"Pb",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",2018-01-26,1,6.66666666666667,22,92,42602,"NO2",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",2018-01-26,1.5,34,17,100,44201,"O3",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",2018-01-26,0.3,3,24,100,42101,"CO",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",2018-01-26,1.78571428571429,15.9285714285714,1,100,81102,"PM10",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",2018-01-26,9.3625,12.625,23,96,42401,"SO2",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",2018-01-26,2,0,1,100,14129,"Pb",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",2018-01-26,2.23809523809524,29.9761904761905,1,100,88244.2142857143,"PM2.5",0,9.75736961451247,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",2018-01-27,0.2,2,24,100,42101,"CO",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",2018-01-27,0.766666666666667,0.777777777777778,23,96,42401,"SO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",2018-01-27,1,11.3333333333333,22,92,42602,"NO2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",2018-01-27,2.88,25.32,1,100,88341.6,"PM2.5",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",2018-01-27,3.33333333333333,38.3333333333333,1,100,81102,"PM10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",2018-01-27,1.5,28.5,17,100,44201,"O3",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",2018-01-28,2.88,43.08,1,100,88341.6,"PM2.5",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",2018-01-28,0.233333333333333,2.33333333333333,24,100,42101,"CO",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",2018-01-28,1.5,19.5,17,100,44201,"O3",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",2018-01-28,1,13.3333333333333,22,92,42602,"NO2",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",2018-01-28,3.33333333333333,12,1,100,81102,"PM10",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",2018-01-28,0.133333333333333,0,23,96,42401,"SO2",0,9.38964950711939,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",2018-01-29,1.5,24.5,17,100,44201,"O3",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",2018-01-29,1.7,12,1,100,81102,"PM10",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",2018-01-29,1,10.6666666666667,22,92,42602,"NO2",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",2018-01-29,0.2,2,24,100,42101,"CO",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",2018-01-29,0.155555555555556,0,22.6666666666667,94.5555555555556,42401,"SO2",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",2018-01-29,2.27027027027027,26.8378378378378,1,100,88285.2432432432,"PM2.5",0,9.83592880978865,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",2018-01-30,0.3,3,24,100,42101,"CO",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",2018-01-30,5.1,6.66666666666667,22.5555555555556,94.1111111111111,42401,"SO2",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",2018-01-30,1.5,26.5,17,100,44201,"O3",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",2018-01-30,1,12,22,92,42602,"NO2",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",2018-01-30,2.92307692307692,36.4230769230769,1,100,88347.7692307692,"PM2.5",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",2018-01-30,3.33333333333333,56.3333333333333,1,100,81102,"PM10",0,9.83238312428734,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",2018-01-31,0.2,2,24,100,42101,"CO",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",2018-01-31,2.94444444444444,3.66666666666667,22.8888888888889,95.5555555555556,42401,"SO2",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",2018-01-31,3.33333333333333,48,1,100,81102,"PM10",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",2018-01-31,1.5,22.3333333333333,16.6666666666667,98,44201,"O3",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",2018-01-31,1,12.5,21,87.5,42602,"NO2",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",2018-01-31,3.04347826086957,32.695652173913,1,100,88362.5217391304,"PM2.5",0,9.99659477866061,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",2018-02-01,0.2,0,22.5555555555556,94.2222222222222,42401,"SO2",0,9.85888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2018-02-01,1,5.5,22,92,42602,"NO2",0,9.85888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2018-02-01,1,0,1,100,14129,"Pb",0,9.85888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2018-02-01,1.5,29.1666666666667,18.1666666666667,100,44201,"O3",0,9.85888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
